nivel1
<http://dbpedia.org/ontology/Activity>
<http://dbpedia.org/ontology/Agent>
<http://dbpedia.org/ontology/AnatomicalStructure>
<http://dbpedia.org/ontology/Award>
<http://dbpedia.org/ontology/Biomolecule>
<http://dbpedia.org/ontology/Blazon>
<http://dbpedia.org/ontology/BloodType>
<http://dbpedia.org/ontology/CareerStation>
<http://dbpedia.org/ontology/CelestialBody>
<http://dbpedia.org/ontology/ChemicalSubstance>
<http://dbpedia.org/ontology/Colour>
<http://dbpedia.org/ontology/Currency>
<http://dbpedia.org/ontology/Database>
<http://dbpedia.org/ontology/Device>
<http://dbpedia.org/ontology/Disease>
<http://dbpedia.org/ontology/Drug>
<http://dbpedia.org/ontology/EthnicGroup>
<http://dbpedia.org/ontology/Event>
<http://dbpedia.org/ontology/Flag>
<http://dbpedia.org/ontology/Food>
<http://dbpedia.org/ontology/GeneLocation>
<http://dbpedia.org/ontology/Holiday>
<http://dbpedia.org/ontology/Imdb>
<http://dbpedia.org/ontology/Language>
<http://dbpedia.org/ontology/Letter>
<http://dbpedia.org/ontology/List>
<http://dbpedia.org/ontology/Listen>
<http://dbpedia.org/ontology/MeanOfTransportation>
<http://dbpedia.org/ontology/Name>
<http://dbpedia.org/ontology/PenaltyShootOut>
<http://dbpedia.org/ontology/Place>
<http://dbpedia.org/ontology/Polyhedron>
<http://dbpedia.org/ontology/PublicService>
<http://dbpedia.org/ontology/Sales>
<http://dbpedia.org/ontology/SnookerWorldRanking>
<http://dbpedia.org/ontology/Species>
<http://dbpedia.org/ontology/SportCompetitionResult>
<http://dbpedia.org/ontology/Swarm>
<http://dbpedia.org/ontology/Tax>
<http://dbpedia.org/ontology/TimePeriod>
<http://dbpedia.org/ontology/TopicalConcept>
<http://dbpedia.org/ontology/UnitOfWork>
<http://dbpedia.org/ontology/Unknown>
<http://dbpedia.org/ontology/Work>
<http://dbpedia.org/ontology/cidoccrm:E4_Period>
<http://dbpedia.org/ontology/PersonFunction>
